# Species	Genes	Alg.-Conn.	H_tartakovskyi.faa	P_berghei.faa	P_cynomolgi.faa	P_faciparum.faa	P_knowlesi.faa	P_vivax.faa	P_yoelii.faa	T_gondii.faa
8	15	0.12	1107_g	1717_g,4836_g	1612_g,1733_g	1561_g,1443_g	1673_g,1775_g	1704_g,1587_g	2664_g,2549_g	14_g,376_g
3	3	1	*	*	*	3204_g	*	3559_g	3187_g	*
3	3	1	*	*	*	4207_g	4057_g	*	2104_g	*
3	3	1	*	*	*	4631_g	*	106_g	828_g	*
3	3	1	*	*	*	4643_g	*	94_g	837_g	*
3	3	1	*	*	1030_g	*	1064_g	1013_g	*	*
3	3	1	*	*	1040_g	*	1074_g	1022_g	*	*
3	3	1	*	*	1083_g	*	1116_g	1063_g	*	*
3	3	1	*	*	1117_g	*	1156_g	1099_g	*	*
3	3	1	*	*	1175_g	*	1217_g	1157_g	*	*
3	3	1	*	*	120_g	*	129_g	112_g	*	*
3	3	1	*	*	1366_g	*	1413_g	1342_g	*	*
3	3	1	*	*	1369_g	*	1416_g	1345_g	*	*
3	3	1	*	*	1379_g	*	1425_g	1354_g	*	*
3	3	1	*	*	1472_g	*	1519_g	1451_g	*	*
3	3	1	*	*	1574_g	*	*	1553_g	2701_g	*
3	3	1	*	*	1675_g	*	1733_g	1648_g	*	*
3	3	1	*	*	1702_g	*	1757_g	1673_g	*	*
3	3	1	*	*	1732_g	*	1774_g	1703_g	*	*
3	3	1	*	*	1736_g	*	1778_g	1707_g	*	*
3	3	1	*	*	1741_g	*	1784_g	1712_g	*	*
3	3	1	*	*	1759_g	*	1805_g	1730_g	*	*
3	3	1	*	*	1822_g	*	1864_g	1788_g	*	*
3	3	1	*	*	214_g	*	227_g	203_g	*	*
3	3	1	*	*	2206_g	2188_g	*	2162_g	*	*
3	3	1	*	*	2246_g	*	2305_g	2203_g	*	*
3	3	1	*	*	224_g	*	238_g	213_g	*	*
3	3	1	*	*	2308_g	*	2373_g	2265_g	*	*
3	3	1	*	*	2392_g	*	2464_g	2349_g	*	*
3	3	1	*	*	2407_g	*	2437_g	2365_g	*	*
3	3	1	*	*	2421_g	*	2486_g	2377_g	*	*
3	3	1	*	*	2509_g	*	2584_g	2470_g	*	*
3	3	1	*	*	266_g	*	284_g	254_g	*	*
3	3	1	*	*	2673_g	*	2748_g	2648_g	*	*
3	3	1	*	*	2786_g	4334_g	*	2762_g	*	*
3	3	1	*	*	2787_g	*	2859_g	2763_g	*	*
3	3	1	*	*	2896_g	*	2972_g	2864_g	*	*
3	3	1	*	*	2925_g	5060_g	*	*	3373_g	*
3	3	1	*	*	2960_g	1149_g	*	*	3406_g	*
3	3	1	*	*	3006_g	*	3075_g	2960_g	*	*
3	3	1	*	*	3172_g	*	3244_g	3150_g	*	*
3	3	1	*	*	3176_g	4813_g	*	3154_g	*	*
3	3	1	*	*	3213_g	*	3286_g	3187_g	*	*
3	3	1	*	*	3214_g	*	3287_g	3188_g	*	*
3	3	1	*	*	3215_g	*	3288_g	3189_g	*	*
3	3	1	*	*	3219_g	*	3292_g	3193_g	*	*
3	3	1	*	*	3246_g	*	3310_g	3227_g	*	*
3	3	1	*	*	3248_g	*	3313_g	3229_g	*	*
3	3	1	*	*	3306_g	893_g	*	3285_g	*	*
3	3	1	*	*	3315_g	883_g	*	*	3263_g	*
3	3	1	*	*	3380_g	*	3459_g	3364_g	*	*
3	3	1	*	*	3452_g	5139_g	*	3446_g	*	*
3	3	1	*	*	3530_g	3181_g	3607_g	*	*	*
3	3	1	*	*	3561_g	3214_g	*	*	3178_g	*
3	3	1	*	*	3656_g	*	3740_g	3638_g	*	*
3	3	1	*	*	3664_g	*	*	3631_g	3080_g	*
3	3	1	*	*	3760_g	*	3837_g	3756_g	*	*
3	3	1	*	*	3761_g	4001_g	*	3757_g	*	*
3	3	1	*	*	378_g	*	386_g	368_g	*	*
3	3	1	*	*	3803_g	*	3882_g	3797_g	*	*
3	3	1	*	*	3933_g	*	4017_g	3928_g	*	*
3	3	1	*	*	3958_g	*	4047_g	3954_g	*	*
3	3	1	*	*	3982_g	*	4078_g	3985_g	*	*
3	3	1	*	*	4031_g	*	4129_g	4034_g	*	*
3	3	1	*	*	4131_g	*	*	4147_g	3590_g	*
3	3	1	*	*	4199_g	3930_g	*	4211_g	*	*
3	3	1	*	*	4314_g	3819_g	*	4321_g	*	*
3	3	1	*	*	4329_g	*	*	4338_g	2890_g	*
3	3	1	*	*	4364_g	*	4472_g	4374_g	*	*
3	3	1	*	*	4429_g	*	4533_g	4432_g	*	*
3	3	1	*	*	4467_g	*	*	4472_g	3998_g	*
3	3	1	*	*	4544_g	*	4656_g	4553_g	*	*
3	3	1	*	*	454_g	*	464_g	438_g	*	*
3	3	1	*	*	4609_g	*	4720_g	4613_g	*	*
3	3	1	*	*	4612_g	*	*	4616_g	3864_g	*
3	3	1	*	*	4676_g	*	4785_g	4675_g	*	*
3	3	1	*	*	4684_g	2837_g	*	*	3789_g	*
3	3	1	*	*	4702_g	*	4814_g	4702_g	*	*
3	3	1	*	*	4718_g	*	4831_g	4719_g	*	*
3	3	1	*	*	4768_g	*	4877_g	4766_g	*	*
3	3	1	*	*	542_g	*	555_g	520_g	*	*
3	3	1	*	*	570_g	*	585_g	547_g	*	*
3	3	1	*	*	589_g	3583_g	*	564_g	*	*
3	3	1	*	*	598_g	*	615_g	573_g	*	*
3	3	1	*	*	647_g	3527_g	665_g	*	*	*
3	3	1	*	*	655_g	*	674_g	629_g	*	*
3	3	1	*	*	705_g	*	730_g	683_g	*	*
3	3	1	*	*	733_g	*	763_g	712_g	*	*
3	3	1	*	*	738_g	*	771_g	*	61_g	*
3	3	1	*	*	916_g	*	955_g	898_g	*	*
3	3	1	*	1198_g	1921_g	*	1956_g	*	*	*
3	3	1	*	1374_g	1211_g	*	1257_g	*	*	*
3	3	1	*	1566_g	*	2840_g	*	*	3787_g	*
3	3	1	*	1807_g	*	*	*	4691_g	3781_g	*
3	3	1	*	2178_g	*	*	*	3461_g	3025_g	*
3	3	1	*	2213_g	*	3530_g	661_g	*	*	*
3	3	1	*	2369_g	*	5167_g	*	3470_g	*	*
3	3	1	*	2513_g	3845_g	4084_g	*	*	*	*
3	3	1	*	2515_g	3428_g	5118_g	*	*	*	*
3	3	1	*	2795_g	*	426_g	885_g	*	*	*
3	3	1	*	2976_g	2569_g	*	*	*	2343_g	*
3	3	1	*	3044_g	2876_g	5010_g	*	*	*	*
3	3	1	*	3279_g	*	*	1897_g	*	2439_g	*
3	3	1	*	3433_g	3184_g	4806_g	*	*	*	*
3	3	1	*	4310_g	*	1597_g	1628_g	*	*	*
3	3	1	*	4459_g	*	*	*	633_g	139_g	*
3	3	1	*	6592_g	*	1501_g	*	*	2604_g	*
3	3	1	*	678_g	*	4647_g	105_g	*	*	*
3	3	1	*	7121_g	3519_g	*	3594_g	*	*	*
3	3	1	*	87_g	*	3673_g	509_g	*	*	*
3	3	1	17_g	3155_g	*	*	*	*	3264_g	*
3	3	1	185_g	*	*	1484_g	*	*	2587_g	*
3	3	1	364_g	6846_g	*	*	*	*	4594_g	*
3	3	1	432_g	*	*	2259_g	2336_g	*	*	*
3	3	1	731_g	*	3625_g	*	*	3668_g	*	*
3	3	0.33	*	*	*	*	*	1890_g	992_g	3554_g
3	3	0.33	*	*	*	*	1412_g	1341_g	4799_g	*
3	3	0.33	*	*	*	*	1545_g	1474_g	3321_g	*
3	3	0.33	*	*	*	*	1563_g	*	3335_g	3926_g
3	3	0.33	*	*	*	*	2425_g	2319_g	1413_g	*
3	3	0.33	*	*	*	*	2773_g	2681_g	3481_g	*
3	3	0.33	*	*	*	*	3444_g	3350_g	4538_g	*
3	3	0.33	*	*	*	*	4180_g	4105_g	3548_g	*
3	3	0.33	*	*	*	*	647_g	605_g	4348_g	*
3	3	0.33	*	*	*	*	8_g	2_g	930_g	*
3	3	0.33	*	*	*	1059_g	2643_g	2548_g	*	*
3	3	0.33	*	*	*	168_g	*	2003_g	1098_g	*
3	3	0.33	*	*	*	169_g	*	2004_g	1099_g	*
3	3	0.33	*	*	*	1733_g	1354_g	*	4745_g	*
3	3	0.33	*	*	*	1735_g	*	1285_g	4743_g	*
3	3	0.33	*	*	*	1762_g	*	1259_g	4717_g	*
3	3	0.33	*	*	*	1872_g	*	1140_g	527_g	*
3	3	0.33	*	*	*	1910_g	1159_g	*	490_g	*
3	3	0.33	*	*	*	1915_g	1154_g	1098_g	*	*
3	3	0.33	*	*	*	198_g	*	2031_g	1126_g	*
3	3	0.33	*	*	*	2082_g	1524_g	*	3305_g	*
3	3	0.33	*	*	*	2163_g	*	2137_g	1232_g	*
3	3	0.33	*	*	*	2168_g	*	2142_g	1236_g	*
3	3	0.33	*	*	*	2223_g	2297_g	*	1291_g	*
3	3	0.33	*	*	*	2291_g	2369_g	*	1357_g	*
3	3	0.33	*	*	*	232_g	1078_g	*	415_g	*
3	3	0.33	*	*	*	2445_g	2523_g	2410_g	*	*
3	3	0.33	*	*	*	2464_g	2543_g	2431_g	*	*
3	3	0.33	*	*	*	2582_g	*	4430_g	4037_g	*
3	3	0.33	*	*	*	2949_g	*	4800_g	3680_g	*
3	3	0.33	*	*	*	3063_g	4186_g	4111_g	*	*
3	3	0.33	*	*	*	3101_g	*	4153_g	3597_g	*
3	3	0.33	*	*	*	3243_g	*	3698_g	3146_g	*
3	3	0.33	*	*	*	3558_g	632_g	*	4333_g	*
3	3	0.33	*	*	*	3562_g	628_g	*	4329_g	*
3	3	0.33	*	*	*	3567_g	*	580_g	4324_g	*
3	3	0.33	*	*	*	3651_g	*	498_g	1608_g	*
3	3	0.33	*	*	*	3733_g	*	4405_g	2821_g	*
3	3	0.33	*	*	*	4003_g	*	3759_g	2954_g	*
3	3	0.33	*	*	*	4057_g	*	3812_g	2256_g	*
3	3	0.33	*	*	*	4088_g	3930_g	3840_g	*	*
3	3	0.33	*	*	*	4121_g	*	3875_g	2190_g	*
3	3	0.33	*	*	*	4147_g	3989_g	3903_g	*	*
3	3	0.33	*	*	*	4271_g	4128_g	4033_g	*	*
3	3	0.33	*	*	*	4328_g	2865_g	2768_g	*	*
3	3	0.33	*	*	*	4332_g	*	2765_g	1920_g	*
3	3	0.33	*	*	*	4405_g	2782_g	2691_g	*	*
3	3	0.33	*	*	*	4414_g	330_g	316_g	*	*
3	3	0.33	*	*	*	4496_g	*	240_g	4444_g	*
3	3	0.33	*	*	*	4515_g	246_g	219_g	*	*
3	3	0.33	*	*	*	4573_g	184_g	167_g	*	*
3	3	0.33	*	*	*	465_g	844_g	793_g	*	*
3	3	0.33	*	*	*	4731_g	13_g	*	925_g	*
3	3	0.33	*	*	*	4817_g	*	3140_g	4161_g	*
3	3	0.33	*	*	*	4842_g	3214_g	3113_g	*	*
3	3	0.33	*	*	*	4891_g	3156_g	3062_g	*	*
3	3	0.33	*	*	*	4895_g	*	3059_g	4235_g	*
3	3	0.33	*	*	*	4903_g	3145_g	*	4243_g	*
3	3	0.33	*	*	*	5063_g	*	2896_g	3377_g	*
3	3	0.33	*	*	*	5142_g	*	3449_g	4619_g	*
3	3	0.33	*	*	*	856_g	*	3322_g	4519_g	*
3	3	0.33	*	*	*	85_g	1997_g	*	1022_g	*
3	3	0.33	*	*	*	870_g	3397_g	3307_g	*	*
3	3	0.33	*	*	1025_g	250_g	1058_g	*	*	*
3	3	0.33	*	*	1028_g	*	1062_g	1009_g	*	*
3	3	0.33	*	*	1029_g	*	1063_g	1010_g	*	*
3	3	0.33	*	*	1037_g	*	1071_g	1019_g	*	*
3	3	0.33	*	*	1059_g	*	1093_g	*	429_g	*
3	3	0.33	*	*	1069_g	*	1102_g	1049_g	*	*
3	3	0.33	*	*	1090_g	*	1123_g	1070_g	*	*
3	3	0.33	*	*	1130_g	*	*	1112_g	500_g	*
3	3	0.33	*	*	1174_g	*	1216_g	1156_g	*	*
3	3	0.33	*	*	117_g	*	126_g	109_g	*	*
3	3	0.33	*	*	1191_g	*	1236_g	1173_g	*	*
3	3	0.33	*	*	1213_g	1822_g	*	*	583_g	*
3	3	0.33	*	*	1224_g	*	1270_g	1205_g	*	*
3	3	0.33	*	*	1232_g	*	1278_g	1213_g	*	*
3	3	0.33	*	*	1255_g	*	1301_g	1234_g	*	*
3	3	0.33	*	*	1284_g	*	1329_g	1264_g	*	*
3	3	0.33	*	*	1308_g	*	1355_g	1289_g	*	*
3	3	0.33	*	*	1330_g	*	1376_g	1310_g	*	*
3	3	0.33	*	*	1367_g	*	1414_g	1343_g	*	*
3	3	0.33	*	*	1396_g	*	1441_g	1371_g	*	*
3	3	0.33	*	*	1461_g	*	1506_g	1438_g	*	*
3	3	0.33	*	*	1509_g	*	1556_g	1485_g	*	*
3	3	0.33	*	*	1556_g	*	1609_g	1535_g	*	*
3	3	0.33	*	*	1567_g	*	1621_g	*	2708_g	*
3	3	0.33	*	*	1608_g	1566_g	*	1582_g	*	*
3	3	0.33	*	*	1627_g	*	1688_g	1602_g	*	*
3	3	0.33	*	*	1649_g	*	1708_g	1621_g	*	*
3	3	0.33	*	*	1653_g	*	1712_g	1625_g	*	*
3	3	0.33	*	*	1659_g	*	1717_g	1632_g	*	*
3	3	0.33	*	*	1660_g	*	1718_g	1633_g	*	*
3	3	0.33	*	*	1692_g	*	1748_g	1664_g	*	*
3	3	0.33	*	*	1696_g	1480_g	1752_g	*	*	*
3	3	0.33	*	*	1743_g	*	1786_g	1714_g	*	*
3	3	0.33	*	*	1750_g	*	*	*	2531_g	3727_g
3	3	0.33	*	*	1842_g	*	1883_g	1809_g	*	*
3	3	0.33	*	*	1871_g	*	1912_g	1835_g	*	*
3	3	0.33	*	*	1930_g	57_g	*	1893_g	*	*
3	3	0.33	*	*	1935_g	*	1972_g	1898_g	*	*
3	3	0.33	*	*	2044_g	*	2084_g	2002_g	*	*
3	3	0.33	*	*	2087_g	*	*	2043_g	1138_g	*
3	3	0.33	*	*	209_g	*	221_g	198_g	*	*
3	3	0.33	*	*	2113_g	807_g	2161_g	*	*	*
3	3	0.33	*	*	2139_g	*	2190_g	2096_g	*	*
3	3	0.33	*	*	2189_g	*	2245_g	2145_g	*	*
3	3	0.33	*	*	2248_g	*	2307_g	2205_g	*	*
3	3	0.33	*	*	2271_g	*	*	2232_g	1325_g	*
3	3	0.33	*	*	2281_g	*	2347_g	2242_g	*	*
3	3	0.33	*	*	2287_g	2275_g	*	*	1340_g	*
3	3	0.33	*	*	2309_g	2296_g	*	2266_g	*	*
3	3	0.33	*	*	2328_g	*	2394_g	2287_g	*	*
3	3	0.33	*	*	2347_g	*	2414_g	*	1400_g	*
3	3	0.33	*	*	2349_g	*	2415_g	2307_g	*	*
3	3	0.33	*	*	235_g	*	251_g	223_g	*	*
3	3	0.33	*	*	237_g	*	253_g	225_g	*	*
3	3	0.33	*	*	2382_g	*	*	2339_g	1432_g	*
3	3	0.33	*	*	2395_g	*	2468_g	2352_g	*	*
3	3	0.33	*	*	2396_g	2383_g	*	*	1446_g	*
3	3	0.33	*	*	2464_g	*	2535_g	2423_g	*	*
3	3	0.33	*	*	247_g	*	265_g	236_g	*	*
3	3	0.33	*	*	2490_g	2485_g	2563_g	*	*	*
3	3	0.33	*	*	2565_g	1049_g	*	2540_g	*	*
3	3	0.33	*	*	2575_g	*	2644_g	*	2337_g	*
3	3	0.33	*	*	2577_g	*	2647_g	2550_g	*	*
3	3	0.33	*	*	2601_g	*	2671_g	2577_g	*	*
3	3	0.33	*	*	2623_g	750_g	2695_g	*	*	*
3	3	0.33	*	*	2653_g	*	*	2630_g	744_g	*
3	3	0.33	*	*	2682_g	*	2755_g	2655_g	*	*
3	3	0.33	*	*	2714_g	4410_g	*	2686_g	*	*
3	3	0.33	*	*	272_g	*	290_g	260_g	*	*
3	3	0.33	*	*	2747_g	*	*	2719_g	1962_g	*
3	3	0.33	*	*	2757_g	*	*	2730_g	1952_g	*
3	3	0.33	*	*	2877_g	5011_g	*	*	2769_g	*
3	3	0.33	*	*	2902_g	5036_g	2978_g	*	*	*
3	3	0.33	*	*	2999_g	1179_g	*	2952_g	*	*
3	3	0.33	*	*	3014_g	1194_g	*	*	3453_g	*
3	3	0.33	*	*	301_g	*	309_g	290_g	*	*
3	3	0.33	*	*	303_g	*	311_g	292_g	*	*
3	3	0.33	*	*	3050_g	*	1925_g	3577_g	*	*
3	3	0.33	*	*	3169_g	*	3241_g	3147_g	*	*
3	3	0.33	*	*	3181_g	*	3253_g	3158_g	*	*
3	3	0.33	*	*	3194_g	*	3266_g	3171_g	*	*
3	3	0.33	*	*	3260_g	*	3325_g	3240_g	*	*
3	3	0.33	*	*	3262_g	*	3327_g	3242_g	*	*
3	3	0.33	*	*	3275_g	925_g	*	3254_g	*	*
3	3	0.33	*	*	3281_g	*	*	3259_g	3228_g	*
3	3	0.33	*	*	3288_g	913_g	*	*	3235_g	*
3	3	0.33	*	*	3325_g	873_g	*	3304_g	*	*
3	3	0.33	*	*	3375_g	*	3454_g	3359_g	*	*
3	3	0.33	*	*	3427_g	*	3504_g	3423_g	*	*
3	3	0.33	*	*	3434_g	*	3511_g	3430_g	*	*
3	3	0.33	*	*	3446_g	*	3524_g	*	4608_g	*
3	3	0.33	*	*	3486_g	5176_g	*	3481_g	*	*
3	3	0.33	*	*	3488_g	*	*	3483_g	3006_g	*
3	3	0.33	*	*	3489_g	*	3120_g	3484_g	*	*
3	3	0.33	*	*	3506_g	*	3578_g	3509_g	*	*
3	3	0.33	*	*	350_g	632_g	*	*	1766_g	*
3	3	0.33	*	*	3547_g	*	3626_g	3554_g	*	*
3	3	0.33	*	*	3579_g	3232_g	*	*	3159_g	*
3	3	0.33	*	*	3586_g	*	*	3702_g	3152_g	*
3	3	0.33	*	*	3587_g	3240_g	*	3701_g	*	*
3	3	0.33	*	*	3591_g	3244_g	*	3697_g	*	*
3	3	0.33	*	*	3644_g	3294_g	*	*	3099_g	*
3	3	0.33	*	*	3692_g	*	3779_g	3604_g	*	*
3	3	0.33	*	*	3694_g	*	3781_g	3602_g	*	*
3	3	0.33	*	*	3709_g	3361_g	3797_g	*	*	*
3	3	0.33	*	*	3758_g	3999_g	*	3754_g	*	*
3	3	0.33	*	*	3769_g	4009_g	3846_g	*	*	*
3	3	0.33	*	*	3770_g	4010_g	3847_g	*	*	*
3	3	0.33	*	*	3772_g	*	3849_g	3768_g	*	*
3	3	0.33	*	*	3854_g	4093_g	*	3845_g	*	*
3	3	0.33	*	*	3860_g	4099_g	3942_g	*	*	*
3	3	0.33	*	*	3864_g	*	3947_g	3857_g	*	*
3	3	0.33	*	*	3876_g	*	3959_g	3869_g	*	*
3	3	0.33	*	*	3898_g	4138_g	*	3892_g	*	*
3	3	0.33	*	*	3930_g	*	4015_g	3926_g	*	*
3	3	0.33	*	*	3932_g	*	*	3927_g	2140_g	*
3	3	0.33	*	*	3973_g	*	4068_g	3976_g	*	*
3	3	0.33	*	*	3978_g	*	4073_g	3981_g	*	*
3	3	0.33	*	*	3988_g	4230_g	4083_g	*	*	*
3	3	0.33	*	*	3993_g	*	4089_g	3995_g	*	*
3	3	0.33	*	*	3994_g	*	4090_g	3996_g	*	*
3	3	0.33	*	*	4012_g	4251_g	*	4014_g	*	*
3	3	0.33	*	*	4033_g	*	4131_g	4036_g	*	*
3	3	0.33	*	*	4062_g	3032_g	*	4081_g	*	*
3	3	0.33	*	*	4086_g	*	*	4102_g	3546_g	*
3	3	0.33	*	*	4115_g	*	4210_g	4132_g	*	*
3	3	0.33	*	*	4123_g	*	*	4139_g	3582_g	*
3	3	0.33	*	*	4145_g	*	*	4159_g	3603_g	*
3	3	0.33	*	*	417_g	*	427_g	402_g	*	*
3	3	0.33	*	*	4182_g	3139_g	*	4194_g	*	*
3	3	0.33	*	*	4185_g	3142_g	*	4197_g	*	*
3	3	0.33	*	*	4193_g	3150_g	*	*	630_g	*
3	3	0.33	*	*	4211_g	3918_g	4314_g	*	*	*
3	3	0.33	*	*	425_g	*	435_g	410_g	*	*
3	3	0.33	*	*	4275_g	*	*	4285_g	2941_g	*
3	3	0.33	*	*	4298_g	3835_g	*	4305_g	*	*
3	3	0.33	*	*	4323_g	*	*	4331_g	2895_g	*
3	3	0.33	*	*	4333_g	3798_g	*	*	2886_g	*
3	3	0.33	*	*	4338_g	*	4445_g	4348_g	*	*
3	3	0.33	*	*	4361_g	3768_g	*	4372_g	*	*
3	3	0.33	*	*	4383_g	*	*	4390_g	2838_g	*
3	3	0.33	*	*	440_g	*	*	425_g	1684_g	*
3	3	0.33	*	*	4432_g	2587_g	*	4435_g	*	*
3	3	0.33	*	*	4457_g	*	4563_g	4462_g	*	*
3	3	0.33	*	*	4458_g	*	4564_g	4463_g	*	*
3	3	0.33	*	*	4508_g	*	4620_g	4515_g	*	*
3	3	0.33	*	*	4511_g	2670_g	*	*	3954_g	*
3	3	0.33	*	*	462_g	*	472_g	446_g	*	*
3	3	0.33	*	*	4636_g	2791_g	4747_g	*	*	*
3	3	0.33	*	*	4670_g	*	*	4670_g	3801_g	*
3	3	0.33	*	*	4671_g	*	*	4671_g	3800_g	*
3	3	0.33	*	*	4692_g	2846_g	4802_g	*	*	*
3	3	0.33	*	*	4779_g	2926_g	*	4777_g	*	*
3	3	0.33	*	*	4795_g	2939_g	*	*	3690_g	*
3	3	0.33	*	*	4824_g	*	4931_g	4816_g	*	*
3	3	0.33	*	*	4968_g	*	3029_g	5138_g	*	*
3	3	0.33	*	*	5066_g	*	4_g	5630_g	*	*
3	3	0.33	*	*	513_g	*	529_g	*	1614_g	*
3	3	0.33	*	*	544_g	*	557_g	522_g	*	*
3	3	0.33	*	*	659_g	3514_g	678_g	*	*	*
3	3	0.33	*	*	662_g	3512_g	680_g	*	*	*
3	3	0.33	*	*	671_g	3503_g	691_g	*	*	*
3	3	0.33	*	*	673_g	*	692_g	647_g	*	*
3	3	0.33	*	*	811_g	462_g	*	796_g	*	*
3	3	0.33	*	*	816_g	*	852_g	*	207_g	*
3	3	0.33	*	*	854_g	*	890_g	836_g	*	*
3	3	0.33	*	*	861_g	*	896_g	841_g	*	*
3	3	0.33	*	*	86_g	*	95_g	81_g	*	*
3	3	0.33	*	*	874_g	402_g	909_g	*	*	*
3	3	0.33	*	*	875_g	*	910_g	855_g	*	*
3	3	0.33	*	*	891_g	384_g	*	*	276_g	*
3	3	0.33	*	*	898_g	*	936_g	880_g	*	*
3	3	0.33	*	*	917_g	*	*	899_g	301_g	*
3	3	0.33	*	*	955_g	318_g	987_g	*	*	*
3	3	0.33	*	*	971_g	302_g	*	956_g	*	*
3	3	0.33	*	*	984_g	289_g	*	969_g	*	*
3	3	0.33	*	*	987_g	*	1018_g	971_g	*	*
3	3	0.33	*	1006_g	*	4166_g	*	3921_g	*	*
3	3	0.33	*	1032_g	*	*	*	4393_g	2835_g	*
3	3	0.33	*	1051_g	636_g	3536_g	*	*	*	*
3	3	0.33	*	1095_g	*	5029_g	*	*	2753_g	*
3	3	0.33	*	1106_g	*	*	1599_g	1527_g	*	*
3	3	0.33	*	113_g	1128_g	*	*	1110_g	*	*
3	3	0.33	*	1172_g	*	*	*	1378_g	4836_g	*
3	3	0.33	*	123_g	*	*	868_g	*	222_g	*
3	3	0.33	*	1316_g	*	*	2769_g	*	3483_g	*
3	3	0.33	*	1470_g	*	*	298_g	*	4469_g	*
3	3	0.33	*	1490_g	*	4723_g	20_g	*	*	*
3	3	0.33	*	1526_g	*	3597_g	*	*	4293_g	*
3	3	0.33	*	1533_g	*	*	*	2861_g	2755_g	*
3	3	0.33	*	1541_g	*	4890_g	*	*	4231_g	*
3	3	0.33	*	1547_g	*	283_g	*	*	364_g	*
3	3	0.33	*	1602_g	*	452_g	*	806_g	*	*
3	3	0.33	*	1617_g	*	*	637_g	*	4338_g	*
3	3	0.33	*	1640_g	*	*	371_g	353_g	*	*
3	3	0.33	*	1669_g	*	*	2371_g	*	1359_g	*
3	3	0.33	*	1700_g	*	*	*	2050_g	1146_g	*
3	3	0.33	*	1737_g	2185_g	2169_g	*	*	*	*
3	3	0.33	*	1871_g	1388_g	*	*	*	4822_g	*
3	3	0.33	*	1900_g	4242_g	*	*	*	2325_g	*
3	3	0.33	*	1924_g	2186_g	*	*	2143_g	*	*
3	3	0.33	*	1971_g	4214_g	*	*	4225_g	*	*
3	3	0.33	*	19_g	*	4704_g	*	32_g	*	*
3	3	0.33	*	2020_g	3376_g	827_g	*	*	*	*
3	3	0.33	*	2049_g	3560_g	3213_g	*	*	*	*
3	3	0.33	*	2197_g	356_g	*	*	*	1760_g	*
3	3	0.33	*	2224_g	*	1833_g	*	*	572_g	*
3	3	0.33	*	224_g	4590_g	*	*	*	3884_g	*
3	3	0.33	*	2253_g	*	2129_g	*	1506_g	*	*
3	3	0.33	*	2340_g	2401_g	*	*	*	1452_g	*
3	3	0.33	*	2359_g	2090_g	*	*	2046_g	*	*
3	3	0.33	*	2360_g	*	*	2556_g	*	1529_g	*
3	3	0.33	*	2411_g	*	2688_g	*	*	3940_g	*
3	3	0.33	*	2419_g	3762_g	4002_g	*	*	*	*
3	3	0.33	*	2483_g	*	1766_g	*	1255_g	*	*
3	3	0.33	*	2509_g	1339_g	*	*	*	4774_g	*
3	3	0.33	*	2546_g	1677_g	1499_g	*	*	*	*
3	3	0.33	*	2581_g	*	*	*	1087_g	474_g	*
3	3	0.33	*	2639_g	*	*	2104_g	*	1114_g	*
3	3	0.33	*	2722_g	3285_g	*	*	*	3232_g	*
3	3	0.33	*	2735_g	*	2639_g	*	4489_g	*	*
3	3	0.33	*	2741_g	*	910_g	*	3270_g	*	*
3	3	0.33	*	2766_g	*	4506_g	257_g	*	*	*
3	3	0.33	*	2779_g	4526_g	*	*	4534_g	*	*
3	3	0.33	*	2789_g	*	*	2259_g	*	1252_g	*
3	3	0.33	*	2794_g	3977_g	*	*	3980_g	*	*
3	3	0.33	*	2799_g	*	422_g	*	*	241_g	*
3	3	0.33	*	2805_g	*	*	406_g	*	1720_g	*
3	3	0.33	*	286_g	4001_g	*	*	*	2069_g	*
3	3	0.33	*	2897_g	2733_g	*	*	2704_g	*	*
3	3	0.33	*	2969_g	*	2386_g	*	*	1449_g	*
3	3	0.33	*	2987_g	*	3831_g	*	4309_g	*	*
3	3	0.33	*	2997_g	*	*	*	516_g	1591_g	*
3	3	0.33	*	3040_g	*	3285_g	*	*	3109_g	*
3	3	0.33	*	3049_g	1770_g	*	1817_g	*	*	*
3	3	0.33	*	306_g	2029_g	*	2067_g	*	*	*
3	3	0.33	*	3147_g	3681_g	*	*	3614_g	*	*
3	3	0.33	*	3201_g	*	*	1051_g	*	389_g	*
3	3	0.33	*	3212_g	*	3325_g	*	3618_g	*	*
3	3	0.33	*	3222_g	2665_g	*	*	*	754_g	*
3	3	0.33	*	3232_g	*	551_g	*	*	1689_g	*
3	3	0.33	*	3234_g	2180_g	*	2236_g	*	*	*
3	3	0.33	*	3236_g	*	*	2234_g	*	1230_g	*
3	3	0.33	*	3239_g	*	*	2229_g	*	1225_g	*
3	3	0.33	*	3260_g	*	*	2132_g	*	1140_g	*
3	3	0.33	*	3262_g	*	*	*	2250_g	1342_g	*
3	3	0.33	*	3264_g	*	*	1307_g	1240_g	*	*
3	3	0.33	*	331_g	*	*	1797_g	1725_g	*	*
3	3	0.33	*	332_g	*	*	*	*	436_g	10085_g
3	3	0.33	*	3367_g	*	4060_g	*	*	2253_g	*
3	3	0.33	*	3392_g	789_g	*	*	*	180_g	*
3	3	0.33	*	3407_g	*	1066_g	*	2556_g	*	*
3	3	0.33	*	3436_g	*	4803_g	*	*	4147_g	*
3	3	0.33	*	3445_g	*	*	*	1492_g	*	8706_g
3	3	0.33	*	3449_g	*	844_g	*	*	4531_g	*
3	3	0.33	*	3525_g	*	*	798_g	741_g	*	*
